datetime	value	long	lat	location
2015-10-29 19:00:00+00:00	0.4	-0.187427	51.460864	Wandsworth Town Station, Wandsworth
2015-10-29 19:00:00+00:00	0.4	-0.162097	51.512118	Cumberland Gate, Hyde Park
2015-10-29 19:00:00+00:00	0.4	-0.100168	51.530344	City Road, Angel
2015-10-29 20:00:00+00:00	0.6	-0.085814	51.495061	Bricklayers Arms, Borough
2015-10-29 20:00:00+00:00	0.55	-0.079248	51.524526	New Inn Yard, Shoreditch
2015-10-29 20:00:00+00:00	0.35	-0.022694	51.521564	Cantrell Road, Bow
2015-10-29 20:00:00+00:00	0.45	-0.067937	51.51793	Old Montague Street, Whitechapel
2015-10-29 20:00:00+00:00	0.5	-0.174347	51.476964	Battersea Church Road, Battersea
2015-10-29 20:00:00+00:00	0.4	-0.057133	51.527607	Hollybush Gardens, Bethnal Green
2015-10-29 20:00:00+00:00	0.25	-0.19096	51.51244	Ilchester Gardens, Bayswater
2015-10-29 20:00:00+00:00	0.4	-0.048017	51.531127	Old Ford Road, Bethnal Green
2015-10-29 20:00:00+00:00	0.65	-0.09294	51.51397	Cheapside, Bank
2015-10-29 20:00:00+00:00	0.55	-0.152248	51.467185	Ashley Crescent, Battersea
2015-10-29 20:00:00+00:00	0.45	-0.082422	51.516154	Wormwood Street, Liverpool Street
2015-10-29 20:00:00+00:00	0.3	-0.152317	51.499412	Belgrave Square, Belgravia
2015-10-29 20:00:00+00:00	0.4	-0.153194	51.501352	Grosvenor Crescent, Belgravia
2015-10-29 20:00:00+00:00	0.3	-0.21555	51.463211	Montserrat Road , Putney
2015-10-29 20:00:00+00:00	0.3	-0.116688	51.520596	Theobald's Road , Holborn
2015-10-29 20:00:00+00:00	0.4	-0.170279	51.506451	Triangle Car Park, Hyde Park
2015-10-29 20:00:00+00:00	0.45	-0.172078	51.482567	Danvers Street, West Chelsea
2015-10-29 20:00:00+00:00	0.5	-0.09308	51.515735	The Guildhall, Guildhall
2015-10-29 20:00:00+00:00	0.5	-0.09968	51.493372	Walworth Road, Elephant & Castle
2015-10-29 20:00:00+00:00	0.45	-0.139625	51.490962	Gloucester Street, Pimlico
2015-10-29 20:00:00+00:00	0.6	-0.081608	51.497855	Bermondsey Street, Bermondsey
2015-10-29 20:00:00+00:00	0.5	-0.200667	51.460951	Northfields, Wandsworth
2015-10-29 20:00:00+00:00	0.45	-0.194757	51.493343	Nevern Place, Earl's Court
2015-10-29 20:00:00+00:00	0.35	-0.158456	51.502953	Albert Gate, Hyde Park
2015-10-29 20:00:00+00:00	0.65	-0.092754	51.505974	Park Street, Bankside
2015-10-29 20:00:00+00:00	0.45	-0.135635	51.488226	St. George's Square, Pimlico
2015-10-29 20:00:00+00:00	0.55	-0.084985	51.509301	Lower Thames Street, Monument
2015-10-29 20:00:00+00:00	0.4	-0.204815	51.484386	Normand Park, West Kensington
2015-10-29 20:00:00+00:00	0.45	-0.068856	51.521776	Buxton Street 1, Shoreditch
2015-10-29 20:00:00+00:00	0.3	-0.174593	51.520205	Paddington Green, Paddington
2015-10-29 20:00:00+00:00	0.4	-0.226606	51.488108	Crisp Road, Hammersmith
2015-10-29 20:00:00+00:00	0.35	-0.116279	51.524564	Wren Street, Holborn
2015-10-29 20:00:00+00:00	0.35	-0.123258	51.476149	Teversham Lane, Stockwell
2015-10-29 20:00:00+00:00	0.55	-0.129386	51.534123	Pancras Road, King's Cross
2015-10-29 20:00:00+00:00	0.55	-0.081118	51.521743	Appold Street, Liverpool Street
2015-10-29 20:00:00+00:00	0.4	-0.182435	51.478169	Upcerne Road, West Chelsea
2015-10-29 20:00:00+00:00	0.5	-0.17021	51.474535	Orbel Street, Battersea
2015-10-29 20:00:00+00:00	0.35	-0.175116	51.523353	Frampton Street, Paddington
2015-10-29 20:00:00+00:00	0.5	-0.215804	51.494347	Brook Green South, Brook Green
2015-10-29 20:00:00+00:00	0.35	-0.202608	51.51632	All Saints Church, Portobello
2015-10-29 20:00:00+00:00	0.65	-0.09644	51.507385	New Globe Walk, Bankside
2015-10-29 20:00:00+00:00	0.55	-0.099981	51.532661	Graham Street, Angel
2015-10-29 20:00:00+00:00	0.3	-0.18697	51.51616	Bishop's Bridge Road West, Bayswater
2015-10-29 20:00:00+00:00	0.35	-0.175488	51.51678	Winsland Street, Paddington
2015-10-29 20:00:00+00:00	0.4	-0.129361	51.488365	Vauxhall Bridge , Pimlico
2015-10-29 20:00:00+00:00	0.4	-0.117069	51.53136	Calshot Street , King's Cross
2015-10-29 20:00:00+00:00	0.35	-0.114329	51.531768	Rodney Street, Angel
2015-10-29 20:00:00+00:00	0.35	-0.147624	51.49395	Eccleston Place, Victoria
2015-10-29 20:00:00+00:00	0.45	-0.075578	51.52127	Commercial Street, Shoreditch
2015-10-29 20:00:00+00:00	0.45	-0.104778	51.504044	Southwark Station 2, Southwark
2015-10-29 20:00:00+00:00	0.55	-0.107987	51.517428	New Fetter Lane, Holborn
2015-10-29 20:00:00+00:00	0.3	-0.129925	51.493072	Vincent Street, Pimlico
2015-10-29 20:00:00+00:00	0.4	-0.17977	51.51348	Devonshire Terrace, Bayswater
2015-10-29 20:00:00+00:00	0.35	-0.205991	51.501391	Abbotsbury Road, Holland Park
2015-10-29 20:00:00+00:00	0.35	-0.111257	51.514274	Chancery Lane, Holborn
2015-10-29 20:00:00+00:00	0.4	-0.084439	51.524696	Leonard Circus , Shoreditch
2015-10-29 20:00:00+00:00	0.3	-0.199004	51.506584	Campden Hill Road, Notting Hill
2015-10-29 20:00:00+00:00	0.4	-0.113001	51.50486	Waterloo Road, South Bank
2015-10-29 20:00:00+00:00	0.4	-0.058641	51.515256	Philpot Street, Whitechapel
2015-10-29 20:00:00+00:00	0.5	-0.065076	51.52388	Cheshire Street, Bethnal Green
2015-10-29 20:00:00+00:00	0.3	-0.188129	51.514769	Whiteley's, Bayswater
2015-10-29 20:00:00+00:00	0.55	-0.073438	51.51838	Fashion Street, Whitechapel
2015-10-29 20:00:00+00:00	0.35	-0.211593	51.51323	Clarendon Road, Avondale
2015-10-29 20:00:00+00:00	0.5	-0.198735	51.46067	Osiers Road, Wandsworth
2015-10-29 20:00:00+00:00	0.45	-0.089887	51.520858	Bunhill Row, Moorgate
2015-10-29 20:00:00+00:00	0.25	-0.038986	51.512871	Flamborough Street, Limehouse
2015-10-29 20:00:00+00:00	0.3	-0.216573	51.466907	Putney Pier, Wandsworth
2015-10-29 20:00:00+00:00	0.25	-0.212145	51.459715	Upper Richmond Road, Putney
2015-10-29 20:00:00+00:00	0.55	-0.101384	51.49652	Ontario Street, Elephant & Castle
2015-10-29 20:00:00+00:00	0.55	-0.148059	51.472865	Silverthorne Road, Battersea
2015-10-29 20:00:00+00:00	0.45	-0.176267	51.472876	Vicarage Crescent, Battersea
2015-10-29 20:00:00+00:00	0.4	-0.116191	51.535467	Carnegie Street, King's Cross
2015-10-29 20:00:00+00:00	0.45	-0.112721	51.536392	Charlotte Terrace, Angel
2015-10-29 20:00:00+00:00	0.4	-0.053558	51.511066	Sutton Street, Shadwell
2015-10-29 20:00:00+00:00	0.4	-0.107913	51.498386	Westminster Bridge Road, Elephant & Castle
2015-10-29 20:00:00+00:00	0.3	-0.114079	51.522264	Northington Street , Holborn
2015-10-29 20:00:00+00:00	0.25	-0.19024	51.515529	Westbourne Grove, Bayswater
2015-10-29 20:00:00+00:00	0.4	-0.228188	51.494499	Southerton Road, Hammersmith
2015-10-29 20:00:00+00:00	0.4	-0.180274	51.481805	World's End Place, West Chelsea
2015-10-29 20:00:00+00:00	0.4	-0.132845	51.489975	Rampayne Street, Pimlico
2015-10-29 20:00:00+00:00	0.5	-0.159322	51.461343	Clapham Common North side, Clapham Common
2015-10-29 20:00:00+00:00	0.45	-0.111606	51.505569	Stamford Street, South Bank
2015-10-29 20:00:00+00:00	0.45	-0.210941	51.504199	Addison Road, Holland Park
2015-10-29 20:00:00+00:00	0.3	-0.211358	51.510101	Walmer Road, Avondale
2015-10-29 20:00:00+00:00	0.45	-0.106237	51.507244	Milroy Walk, South Bank
2015-10-29 20:00:00+00:00	0.45	-0.234094	51.492636	Hammersmith Town Hall, Hammersmith
2015-10-29 20:00:00+00:00	0.55	-0.142207	51.485357	Grosvenor Road, Pimlico
2015-10-29 20:00:00+00:00	0.4	-0.215618	51.464786	Felsham Road, Putney
2015-10-29 20:00:00+00:00	0.4	-0.125674	51.491884	Millbank Tower, Pimlico
2015-10-29 20:00:00+00:00	0.4	-0.111781	51.533319	Risinghill Street, Angel
2015-10-29 20:00:00+00:00	0.3	-0.170704	51.519943	Paddington Green Police Station, Paddington
2015-10-29 20:00:00+00:00	0.35	-0.209494	51.498157	Kensington Olympia Station, Olympia
2015-10-29 20:00:00+00:00	0.35	-0.205284	51.496712	Warwick Road, Olympia
2015-10-29 20:00:00+00:00	0.4	-0.196422	51.509353	Notting Hill Gate Station, Notting Hill
2015-10-29 20:00:00+00:00	0.4	-0.057159	51.511088	Shadwell Station, Shadwell
2015-10-29 20:00:00+00:00	0.35	-0.026768	51.520398	Ackroyd Drive, Bow
2015-10-29 20:00:00+00:00	0.25	-0.054883	51.522561	Cephas Street, Bethnal Green
2015-10-29 20:00:00+00:00	0.45	-0.229116	51.492084	Bridge Avenue, Hammersmith
2015-10-29 20:00:00+00:00	0.35	-0.056667	51.511542	Watney Street, Shadwell
2015-10-29 20:00:00+00:00	0.55	-0.146544	51.468669	Heath Road, Battersea
2015-10-29 20:00:00+00:00	0.55	-0.10527	51.515809	Stonecutter Street, Holborn
2015-10-29 20:00:00+00:00	0.35	-0.00699	51.508981	Naval Row, Blackwall
2015-10-29 20:00:00+00:00	0.4	-0.18377	51.5171	Bishop's Bridge Road East, Bayswater
2015-10-29 20:00:00+00:00	0.4	-0.200806	51.457059	Santos Road, Wandsworth
2015-10-29 20:00:00+00:00	0.45	-0.105312	51.504043	Southwark Station 1, Southwark
2015-10-29 20:00:00+00:00	0.6	-0.150908	51.47505	Alfreda Street, Battersea Park
2015-10-29 20:00:00+00:00	0.45	-0.065006	51.508622	Pennington Street, Wapping
2015-10-29 20:00:00+00:00	0.3	-0.118677	51.5338	Killick Street, King's Cross
2015-10-29 20:00:00+00:00	0.3	-0.113656	51.505354	Waterloo Bridge, South Bank
2015-10-29 20:00:00+00:00	0.6	-0.093051	51.511246	Queen Street 2, Bank
2015-10-29 20:00:00+00:00	0.4	-0.11655	51.51824	Red Lion Street, Holborn
2015-10-29 20:00:00+00:00	0.55	-0.074754	51.523648	Bethnal Green Road, Shoreditch
2015-10-29 20:00:00+00:00	0.3	-0.021345	51.519265	Furze Green, Bow
2015-10-29 20:00:00+00:00	0.45	-0.079684	51.516468	Devonshire Square, Liverpool Street
2015-10-29 20:00:00+00:00	0.3	-0.149569	51.50274	Wellington Arch, Hyde Park
2015-10-29 20:00:00+00:00	0.3	-0.216526	51.460717	Putney Rail Station, Putney
2015-10-29 20:00:00+00:00	0.45	-0.222456	51.488144	Beryl Road, Hammersmith
2015-10-29 20:00:00+00:00	0.35	-0.111778	51.515937	Breams Buildings, Holborn
2015-10-29 20:00:00+00:00	0.25	-0.055312	51.52568	Bethnal Green Garden, Bethnal Green
2015-10-29 20:00:00+00:00	0.5	-0.093913	51.496791	Dickens Square, Borough
2015-10-29 20:00:00+00:00	0.45	-0.10044	51.498898	Borough Road, Elephant & Castle
2015-10-29 20:00:00+00:00	0.4	-0.184806	51.457991	Alma Road, Wandsworth
2015-10-29 20:00:00+00:00	0.45	-0.077178	51.514449	Houndsditch, Aldgate
2015-10-29 20:00:00+00:00	0.4	-0.07813	51.526377	Shoreditch High Street, Shoreditch
2015-10-29 20:00:00+00:00	0.5	-0.16716	51.47518	Surrey Lane, Battersea
2015-10-29 20:00:00+00:00	0.45	-0.069542	51.512363	Leman Street, Aldgate
2015-10-29 20:00:00+00:00	0.4	-0.10548	51.532199	Torrens Street, Angel
2015-10-29 20:00:00+00:00	0.6	-0.149551	51.477619	Queen's Circus, Battersea Park
2015-10-29 20:00:00+00:00	0.55	-0.087587	51.514441	Bank of England Museum, Bank
2015-10-29 20:00:00+00:00	0.6	-0.085666	51.499075	Long Lane , Bermondsey
2015-10-29 20:00:00+00:00	0.4	-0.126874	51.47787	Hartington Road, Stockwell
2015-10-29 20:00:00+00:00	0.3	-0.208486	51.506465	Princedale Road , Holland Park
2015-10-29 20:00:00+00:00	0.5	-0.155442	51.474376	Austin Road, Battersea Park
2015-10-29 20:00:00+00:00	0.5	-0.206029	51.49087	West Kensington Station, West Kensington
2015-10-29 20:00:00+00:00	0.25	-0.025296	51.527058	Bow Road Station, Bow
2015-10-29 20:00:00+00:00	0.45	-0.165164	51.514746	Porchester Place, Paddington
2015-10-29 20:00:00+00:00	0.55	-0.216493	51.491093	Colet Gardens, Hammersmith
2015-10-29 20:00:00+00:00	0.5	-0.217995	51.487285	Charing Cross Hospital, Hammersmith
2015-10-29 20:00:00+00:00	0.4	-0.223616	51.485743	Manbre Road, Hammersmith
2015-10-29 20:00:00+00:00	0.4	-0.190603	51.493631	Knaresborough Place, Earl's Court
2015-10-29 20:00:00+00:00	0.25	-0.188098	51.517919	Gloucester Terrace, Bayswater
2015-10-29 20:00:00+00:00	0.25	-0.18119	51.485587	Limerston Street, West Chelsea
2015-10-29 20:00:00+00:00	0.4	-0.163041	51.470538	Sheepcote Lane, Battersea
2015-10-29 20:00:00+00:00	0.45	-0.122831	51.472509	Binfield Road, Stockwell
2015-10-29 20:00:00+00:00	0.35	-0.06555	51.528681	Durant Street, Bethnal Green
2015-10-29 20:00:00+00:00	0.3	-0.174971	51.485121	The Vale, West Chelsea
2015-10-29 20:00:00+00:00	0.5	-0.109914	51.531666	Claremont Square, Angel
2015-10-29 20:00:00+00:00	0.55	-0.122203	51.534474	Crinan Street, King's Cross
2015-10-29 20:00:00+00:00	0.4	-0.197524	51.511084	Pembridge Villas, Notting Hill
2015-10-29 20:00:00+00:00	0.4	-0.116542	51.504636	Jubilee Gardens, South Bank
2015-10-29 20:00:00+00:00	0.55	-0.0786	51.500647	Tanner Street, Bermondsey
2015-10-29 20:00:00+00:00	0.45	-0.083911	51.520017	Sun Street, Liverpool Street
2015-10-29 20:00:00+00:00	0.25	-0.200838	51.514311	Turquoise Island, Notting Hill
2015-10-29 20:00:00+00:00	0.3	-0.159988	51.512303	Speakers' Corner 1, Hyde Park
2015-10-29 20:00:00+00:00	0.45	-0.147478	51.492369	Elizabeth Bridge, Victoria
2015-10-29 20:00:00+00:00	0.45	-0.057544	51.504749	Wapping Lane, Wapping
2015-10-29 20:00:00+00:00	0.55	-0.140741	51.488057	Alderney Street, Pimlico
2015-10-29 20:00:00+00:00	0.45	-0.141923	51.489856	Warwick Square, Pimlico
2015-10-29 20:00:00+00:00	0.5	-0.225787	51.514767	BBC White City, White City
2015-10-29 20:00:00+00:00	0.45	-0.067176	51.508444	Vaughan Way, Wapping
2015-10-29 20:00:00+00:00	0.45	-0.085634	51.520962	Finsbury Square , Moorgate
2015-10-29 20:00:00+00:00	0.55	-0.087262	51.506304	Duke Street Hill, London Bridge
2015-10-29 20:00:00+00:00	0.35	-0.17581	51.517335	South Wharf Road, Paddington
2015-10-29 20:00:00+00:00	0.5	-0.099828	51.493146	Strata, Elephant & Castle
2015-10-29 20:00:00+00:00	0.6	-0.096496	51.517821	Museum of London, Barbican
2015-10-29 20:00:00+00:00	0.4	-0.103137	51.506692	Poured Lines, Bankside
2015-10-29 20:00:00+00:00	0.25	-0.193487	51.513735	Hereford Road, Bayswater
2015-10-29 20:00:00+00:00	0.4	-0.059091	51.528692	Clarkson Street, Bethnal Green
2015-10-29 20:00:00+00:00	0.25	-0.047548	51.528869	Globe Town Market, Bethnal Green
2015-10-29 20:00:00+00:00	0.55	-0.066078	51.514924	LMU Commercial Road, Whitechapel
2015-10-29 20:00:00+00:00	0.4	-0.183118	51.515607	Cleveland Gardens, Bayswater
2015-10-29 20:00:00+00:00	0.55	-0.079249	51.518908	Brushfield Street, Liverpool Street
2015-10-29 20:00:00+00:00	0.45	-0.078869	51.521113	Norton Folgate, Liverpool Street
2015-10-29 20:00:00+00:00	0.4	-0.159169	51.475153	Prince of Wales Drive, Battersea Park
2015-10-29 20:00:00+00:00	0.7	-0.09294	51.511553	Queen Street 1, Bank
2015-10-29 20:00:00+00:00	0.3	-0.172729	51.505013	Serpentine Car Park, Hyde Park
2015-10-29 20:00:00+00:00	0.4	-0.112753	51.51501	Carey Street, Holborn
2015-10-29 20:00:00+00:00	0.35	-0.106992	51.534504	Liverpool Road (N1 Centre), Angel
2015-10-29 20:00:00+00:00	0.25	-0.008428	51.503143	Lancaster Drive, Blackwall
2015-10-29 20:00:00+00:00	0.35	-0.139956	51.493573	Queen Mother Sports Centre, Victoria
2015-10-29 20:00:00+00:00	0.55	-0.149004	51.485821	Chelsea Bridge, Pimlico
2015-10-29 20:00:00+00:00	0.3	-0.179668	51.511654	Lancaster Gate , Bayswater
2015-10-29 20:00:00+00:00	0.45	-0.236769	51.494223	Ravenscourt Park Station, Hammersmith
2015-10-29 20:00:00+00:00	0.4	-0.126994	51.470732	Clarence Walk, Stockwell
2015-10-29 20:00:00+00:00	0.5	-0.06691	51.507131	Nesham Street, Wapping
2015-10-29 20:00:00+00:00	0.5	-0.195197	51.454752	Neville Gill Close, Wandsworth
2015-10-29 20:00:00+00:00	0.4	-0.100186	51.505817	Bankside Mix, Bankside
2015-10-29 20:00:00+00:00	0.35	-0.149186	51.490491	Ebury Bridge, Pimlico
2015-10-29 20:00:00+00:00	0.3	-0.140947	51.49616	Ashley Place, Victoria
2015-10-29 20:00:00+00:00	0.3	-0.12335	51.51746	Bury Place, Holborn
2015-10-29 20:00:00+00:00	0.3	-0.214428	51.486062	Greyhound Road, Hammersmith
2015-10-29 20:00:00+00:00	0.25	-0.155349	51.502757	Knightsbridge, Hyde Park
2015-10-29 20:00:00+00:00	0.4	-0.214762	51.5129	Grenfell Road, Avondale
2015-10-29 20:00:00+00:00	0.55	-0.138089	51.484839	Claverton Street, Pimlico
2015-10-29 20:00:00+00:00	0.25	-0.055894	51.528936	York Hall, Bethnal Green
2015-10-29 20:00:00+00:00	0.4	-0.214594	51.510928	Sirdar Road, Avondale
2015-10-29 20:00:00+00:00	0.45	-0.15785	51.471095	Culvert Road, Battersea
2015-10-29 20:00:00+00:00	0.55	-0.083159	51.500889	Tyers Gate, Bermondsey
2015-10-29 20:00:00+00:00	0.35	-0.144132	51.493204	Belgrave Road, Victoria
2015-10-29 20:00:00+00:00	0.45	-0.209378	51.489591	Vereker Road North, West Kensington
2015-10-29 20:00:00+00:00	0.45	-0.069543	51.525645	Granby Street, Shoreditch
2015-10-29 20:00:00+00:00	0.25	-0.201554	51.512136	Chepstow Villas, Notting Hill
2015-10-29 20:00:00+00:00	0.55	-0.211316	51.500088	Russell Gardens, Olympia
2015-10-29 20:00:00+00:00	0.3	-0.025492	51.530535	Mostyn Grove, Bow
2015-10-29 20:00:00+00:00	0.45	-0.198286	51.493724	West Cromwell Road, Earl's Court
2015-10-29 20:00:00+00:00	0.45	-0.092176	51.520044	Barbican Centre, Barbican
2015-10-29 20:00:00+00:00	0.35	-0.212607	51.460792	Oxford Road, Putney
2015-10-29 20:00:00+00:00	0.4	-0.21985	51.493267	Hammersmith Road, Hammersmith
2015-10-29 20:00:00+00:00	0.3	-0.193764	51.508605	Palace Gardens Terrace, Notting Hill
2015-10-29 20:00:00+00:00	0.5	-0.105344	51.515059	St. Bride Street, Holborn
2015-10-29 20:00:00+00:00	0.3	-0.115851	51.505044	Concert Hall Approach 1, South Bank
2015-10-29 20:00:00+00:00	0.35	-0.11934	51.531066	Northdown Street, King's Cross
2015-10-29 20:00:00+00:00	0.35	-0.047218	51.526041	Bancroft Road, Bethnal Green
2015-10-29 20:00:00+00:00	0.55	-0.103132	51.498744	LSBU (Borough Road), Elephant & Castle
2015-10-29 20:00:00+00:00	0.5	-0.224103	51.509158	Westfield Ariel Way, White City
2015-10-29 20:00:00+00:00	0.5	-0.164786	51.477292	Ethelburga Estate, Battersea Park
2015-10-29 20:00:00+00:00	0.4	-0.06797	51.504904	Wapping High Street, Wapping
2015-10-29 20:00:00+00:00	0.55	-0.104193	51.49605	Gaywood  Street, Elephant & Castle
2015-10-29 20:00:00+00:00	0.3	-0.204764	51.519042	All Saints' Road, Portobello
2015-10-29 20:00:00+00:00	0.45	-0.109006	51.521661	Hatton Wall, Holborn
2015-10-29 20:00:00+00:00	0.45	-0.215087	51.490217	Barons Court Station, West Kensington
2015-10-29 20:00:00+00:00	0.55	-0.076793	51.513406	Jewry Street, Aldgate
2015-10-29 20:00:00+00:00	0.3	-0.027616	51.529452	Malmesbury Road, Bow
2015-10-29 20:00:00+00:00	0.4	-0.141334	51.492345	Guildhouse Street, Victoria
2015-10-29 20:00:00+00:00	0.55	-0.082989	51.510484	Great Tower Street, Monument
2015-10-29 20:00:00+00:00	0.3	-0.150905	51.496544	Eaton Square, Belgravia
2015-10-29 20:00:00+00:00	0.45	-0.138364	51.492111	Tachbrook Street, Victoria
2015-10-29 20:00:00+00:00	0.5	-0.190184	51.459953	Morie Street, Wandsworth
2015-10-29 20:00:00+00:00	0.3	-0.115533	51.504942	Concert Hall Approach 2, South Bank
2015-10-29 20:00:00+00:00	0.35	-0.201005	51.51787	Westbourne Park Road, Portobello
2015-10-29 20:00:00+00:00	0.5	-0.086685	51.517075	Finsbury Circus, Liverpool Street
2015-10-29 20:00:00+00:00	0.35	-0.157275	51.510017	Park Lane , Hyde Park
2015-10-29 20:00:00+00:00	0.3	-0.116493	51.477839	Caldwell Street, Stockwell
2015-10-29 20:00:00+00:00	0.45	-0.15823	51.46879	Holden Street, Battersea
2015-10-29 20:00:00+00:00	0.55	-0.074431	51.519362	Fournier Street, Whitechapel
2015-10-29 20:00:00+00:00	0.35	-0.191351	51.513489	Princes Square, Bayswater
2015-10-29 20:00:00+00:00	0.4	-0.160785	51.51222	Speakers' Corner 2, Hyde Park
2015-10-29 20:00:00+00:00	0.35	-0.002275	51.509474	East India DLR, Blackwall
2015-10-29 20:00:00+00:00	0.5	-0.090075	51.517842	Fore Street, Guildhall
2015-10-29 20:00:00+00:00	0.3	-0.179369	51.487196	Drayton Gardens, West Chelsea
2015-10-29 20:00:00+00:00	0.3	-0.174292	51.511834	Bayswater Road, Hyde Park
2015-10-29 20:00:00+00:00	0.4	-0.109025	51.534408	Cloudesley Road, Angel
2015-10-29 20:00:00+00:00	0.5	-0.192165	51.457529	Ram Street, Wandsworth
2015-10-29 20:00:00+00:00	0.45	-0.192369	51.491593	Penywern Road, Earl's Court
2015-10-29 20:00:00+00:00	0.5	-0.199783	51.472817	Parson's Green , Parson's Green
2015-10-29 20:00:00+00:00	0.3	-0.121328	51.517606	Southampton Place, Holborn
2015-10-29 20:00:00+00:00	0.5	-0.083067	51.523196	Clifton Street, Shoreditch
2015-10-29 20:00:00+00:00	0.4	-0.116146	51.514943	Portugal Street, Holborn
2015-10-29 20:00:00+00:00	0.35	-0.183716	51.517932	Orsett Terrace, Bayswater
2015-10-29 20:00:00+00:00	0.55	-0.15213	51.470475	Stanley Grove, Battersea
2015-10-29 20:00:00+00:00	0.3	-0.119123	51.519435	Red Lion Square, Holborn
2015-10-29 20:00:00+00:00	0.5	-0.205279	51.487244	Star Road, West Kensington
2015-10-29 20:00:00+00:00	0.5	-0.219486	51.512981	Freston Road, Avondale
2015-10-29 20:00:00+00:00	0.4	-0.211468	51.462312	Esmond Street, Putney
2015-10-29 20:00:00+00:00	0.4	-0.223852	51.483732	Rainville Road, Hammersmith
2015-10-29 20:00:00+00:00	0.55	-0.108028	51.518825	Hatton Garden, Holborn
2015-10-29 20:00:00+00:00	0.4	-0.186753	51.491615	Collingham Gardens, Earl's Court
2015-10-29 20:00:00+00:00	0.55	-0.190393	51.490163	Bramham Gardens, Earl's Court
2015-10-29 20:00:00+00:00	0.5	-0.163347	51.474392	Albert Bridge Road, Battersea Park
2015-10-29 20:00:00+00:00	0.25	-0.153319	51.490874	Bourne Street, Belgravia
2015-10-29 20:00:00+00:00	0.35	-0.105692	51.505459	Colombo Street, Southwark
2015-10-29 20:00:00+00:00	0.4	-0.084605	51.521283	Christopher Street, Liverpool Street
2015-10-29 20:00:00+00:00	0.4	-0.055167	51.508447	Garnet Street, Shadwell
2015-10-29 20:00:00+00:00	0.5	-0.191722	51.461083	Smugglers Way, Wandsworth
2015-10-29 20:00:00+00:00	0.4	-0.058681	51.506946	Reardon Street, Wapping
2015-10-29 20:00:00+00:00	0.25	-0.15352	51.503117	Hyde Park Corner, Hyde Park
2015-10-29 20:00:00+00:00	0.4	-0.088285	51.519069	Moorfields, Moorgate
2015-10-29 20:00:00+00:00	0.2	-0.054162	51.536424	Victoria Park Road, Hackney Central
2015-10-29 20:00:00+00:00	0.35	-0.06142	51.532091	Pritchard's Road, Bethnal Green
2015-10-29 20:00:00+00:00	0.35	-0.169249	51.515953	Southwick Street, Paddington
2015-10-29 20:00:00+00:00	0.55	-0.14469	51.478172	Bradmead, Battersea Park
2015-10-29 20:00:00+00:00	0.25	-0.120973	51.530059	St. Chad's Street, King's Cross
2015-10-29 20:00:00+00:00	0.35	-0.060291	51.535716	Ada Street, Hackney Central
2015-10-29 20:00:00+00:00	0.55	-0.09734	51.520841	Aldersgate Street, Barbican
2015-10-29 20:00:00+00:00	0.4	-0.215808	51.503802	Hansard Mews, Holland Park
2015-10-29 20:00:00+00:00	0.4	-0.179038	51.479573	Lots Road, West Chelsea
2015-10-29 20:00:00+00:00	0.3	-0.176645	51.518622	North Wharf Road, Paddington
2015-10-29 20:00:00+00:00	0.4	-0.202038	51.48357	Coomer Place, West Kensington
2015-10-29 20:00:00+00:00	0.3	-0.117863	51.515208	Sardinia Street, Holborn
2015-10-29 20:00:00+00:00	0.35	-0.058631	51.524583	Finnis Street, Bethnal Green
2015-10-29 20:00:00+00:00	0.45	-0.075375	51.528187	Columbia Road, Shoreditch
2015-10-29 20:00:00+00:00	0.45	-0.07962	51.503493	Tooley Street, Bermondsey
2015-10-29 20:00:00+00:00	0.2	-0.015578	51.52512	Devons Road, Bow
2015-10-29 20:00:00+00:00	0.45	-0.075855	51.517475	Bell Lane, Liverpool Street
2015-10-29 20:00:00+00:00	0.5	-0.106	51.496127	Geraldine Street, Elephant & Castle
2015-10-29 20:00:00+00:00	0.35	-0.030556	51.523538	Southern Grove, Bow
2015-10-29 20:00:00+00:00	0.3	-0.216145	51.46161	Disraeli Road, Putney
2015-10-29 20:00:00+00:00	0.4	-0.063386	51.521905	Selby Street, Whitechapel
2015-10-29 20:00:00+00:00	0.45	-0.102757	51.536384	Islington Green, Angel
2015-10-29 20:00:00+00:00	0.45	-0.08066	51.514225	St. Mary Axe, Aldgate
2015-10-29 20:00:00+00:00	0.35	-0.209121	51.491026	Gwendwr Road, West Kensington
2015-10-29 20:00:00+00:00	0.35	-0.153933	51.494561	Eaton Square (South), Belgravia
2015-10-29 20:00:00+00:00	0.65	-0.08497	51.50964	Monument Street, Monument
2015-10-29 20:00:00+00:00	0.45	-0.170329	51.477684	Westbridge Road, Battersea
2015-10-29 20:00:00+00:00	0.55	-0.123616	51.529943	Belgrove Street , King's Cross
2015-10-29 20:00:00+00:00	0.35	-0.025996	51.509303	Westferry DLR, Limehouse
2015-10-29 20:00:00+00:00	0.4	-0.063531	51.504719	Hermitage Court, Wapping
2015-10-29 20:00:00+00:00	0.35	-0.208158	51.4961	Olympia Way, Olympia
2015-10-29 20:00:00+00:00	0.5	-0.083632	51.502153	Snowsfields, London Bridge
2015-10-29 20:00:00+00:00	0.55	-0.211455	51.497608	Maclise Road, Olympia
2015-10-29 20:00:00+00:00	0.4	-0.216016	51.509224	Rifle Place, Avondale
